Token ID,Name,Status,Legend,Background,Background Points,Skin,Skin Points,Type,Type Points,Body,Body Points,Mouth,Mouth Points,Eyes,Eyes Points,Head,Head Points,Special,Special Points,Trait Subtotal,Collection Score,Status Bonus,Total UglyPoints,Overall Rank,Collection Rank,Scoring Tier
2652,Squig #2652,Reloaded,,Yellow Portal,85,Beige,70,Squig,75,Beige Jacket,90,Sad,70,Triple Lashes,65,Afro Blonde,95,None,0,550,550,0,550,3760,3487,Reloaded
2653,Squig #2653,Reloaded,,Green,60,Brown Elf,80,Squig Elf,80,White Sweat,90,Afraid,70,Cyclops Lashes,65,Buoy,125,Multi Earring,25,595,595,0,595,2191,1327,Reloaded
2654,Squig #2654,Reloaded,,Orange,60,Green,80,Squig,75,XRay Tee,100,Neutral,65,Triple Lashes,65,Ski Goggles,110,None,0,555,555,0,555,3577,3233,Reloaded
2655,Squig #2655,Reloaded,,Light Blue Portal,85,Dark Brown,70,Squig,75,Red Bathrobe,95,Afraid,70,Suspect Cyclops,80,Green Cap,90,None,0,565,565,0,565,3212,2713,Reloaded
2656,Squig #2656,Reloaded,,Pink Boom,70,Beige,70,Squig,75,White Suit,95,Giant Tongue,90,Angry Triple,75,Umbrella Hat,120,None,0,595,595,0,595,2191,1327,Reloaded
2657,Squig #2657,Reloaded,,Green,60,Amphibian Green,110,Amphibian,110,Flowers Shirt,95,Toothless,75,Triple Lashes,65,Black Backwards Cap,95,None,0,610,610,0,610,1818,810,Reloaded
2658,Squig #2658,Reloaded,,Light Blue Splash,70,Zombie,100,Zombie,110,Black Sweat,80,Giant Iridescent Tongue,100,Angry Triple Lashes,75,Green Ugly Cap,85,None,0,620,620,0,620,1611,517,Reloaded
2659,Squig #2659,Reloaded,,Green Splash,70,Beige Elf,80,Squig Elf,80,Dog Tank,85,Smile,70,Angry Triple Lashes,75,Yellow Sunhat,95,None,0,555,555,0,555,3577,3233,Reloaded
2660,Squig #2660,Reloaded,,Light Blue,60,Purple Elf,85,Squig Elf,80,Baseball Jersey Blue,90,Open,70,Anger Cyclops,75,Blue Ugly Cap,95,None,0,555,555,0,555,3577,3233,Reloaded
2661,Squig #2661,Reloaded,,Orange,60,Beige,70,Squig,75,Beavis Tee,105,Toothless,75,Bionic,80,Ugly Black Cap,95,Blunt,40,600,600,0,600,2048,1127,Reloaded
2662,Squig #2662,Reloaded,,Yellow,60,Brown Elf,80,Squig Elf,80,Born Ugly Tank,90,Giant Tongue,90,Bionic Lashes,80,Fresh Cut,100,Yellow Laser,55,635,635,0,635,1433,249,Reloaded
2663,Squig #2663,Reloaded,,Green,60,Crystal,110,Squig,75,Army Tee,95,Sad,70,Eye Patch,90,Black Backwards Cap,95,None,0,595,595,0,595,2191,1327,Reloaded
2664,Squig #2664,Reloaded,,Pink Boom,70,Dark Brown Elf,80,Squig Elf,80,Super Ugly,110,Tongue,80,Triple,65,Bunny,115,Gold Earring,20,620,620,0,620,1611,517,Reloaded
2665,Squig #2665,Reloaded,,Grey,60,Purple,80,Squig,75,Better Ugly Than Late Tee,105,Neutral,65,Angry Cyclops Lashes,75,Pink Sunhat,90,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
2666,Squig #2666,Reloaded,,Pink,60,Dark Brown Elf,80,Squig Elf,80,White Bralette,90,Open,70,Angry Triple,75,Nurse,95,None,0,550,550,0,550,3760,3487,Reloaded
2667,Squig #2667,Reloaded,,Yellow,60,Purple Elf,85,Squig Elf,80,Army Tee,95,Neutral,65,Surgery Lashes,85,Boom Bucket,115,None,0,585,585,0,585,2479,1724,Reloaded
2668,Squig #2668,Reloaded,,Grey,60,Green,80,Squig,75,Ugly Hockey Jersey,100,Neutral,65,Cyclops,65,Flowers,105,None,0,550,550,0,550,3760,3487,Reloaded
2669,Squig #2669,Reloaded,,Purple,60,Purple,80,Squig,75,Beige Jacket,90,Open,70,Triple,65,'67 Hockey Helmet,130,None,0,570,570,0,570,3009,2450,Reloaded
2670,Squig #2670,Reloaded,,Light Blue Boom,70,Crystal,110,Squig,75,White Tank,80,Smile,70,Triple,65,Green Beanie,90,Smile Necklace,30,590,590,0,590,2328,1522,Reloaded
2671,Squig #2671,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,White Army Tee,95,Neutral,65,Bionic,80,Headphones,105,None,0,565,565,0,565,3212,2713,Reloaded
2672,Squig #2672,Reloaded,,Light Blue Boom,70,Purple Elf,85,Squig Elf,80,Airplane Emergency Vest,105,Smile,70,Angry Cyclops Lashes,75,Watermelon Bucket,110,None,0,595,595,0,595,2191,1327,Reloaded
2673,Squig #2673,Reloaded,,Purple,60,Crystal,110,Squig,75,Fastfood Shirt,100,Open,70,Angry Cyclops,70,Pot Head,110,None,0,595,595,0,595,2191,1327,Reloaded
2674,Squig #2674,Reloaded,,Orange Boom,70,Beige,70,Squig,75,Black Jacket,90,Smile,70,Angry Triple Lashes,75,Yellow Sunhat,95,Monocle,40,585,585,0,585,2479,1724,Reloaded
2675,Squig #2675,Reloaded,,Light Blue,60,Beige Elf,80,Squig Elf,80,Ugly Varsity Purple,95,Neutral,65,Cyclops,65,Pink Sunhat,90,None,0,535,535,0,535,4193,4092,Reloaded
2676,Squig #2676,Reloaded,,Green,60,Green,80,Squig,75,Airplane Emergency Vest,105,Sewn,90,Angry Cyclops Lashes,75,Purple Punk,90,None,0,575,575,0,575,2816,2189,Reloaded
2677,Squig #2677,Reloaded,,Purple,60,Amphibian Purple,105,Amphibian,110,Red Bathrobe,95,Afraid,70,Cyclops Lashes,65,Yellow Punk,85,None,0,590,590,0,590,2328,1522,Reloaded
2678,Squig #2678,Reloaded,,Green Boom,70,Dark Brown,70,Squig,75,Beige Jacket,90,Afraid,70,Bionic,80,Ugly Black Cap,95,None,0,550,550,0,550,3760,3487,Reloaded
2679,Squig #2679,Reloaded,,Yellow,60,Beige,70,Squig,75,Born Ugly Tank Yellow,90,Neutral,65,Angry Triple Lashes,75,Nurse,95,None,0,530,530,0,530,4307,4255,Reloaded
2680,Squig #2680,Reloaded,,Orange Splash,70,Green,80,Squig,75,White Bralette,90,Afraid,70,Cyclops Lashes,65,Pink Cowboy,100,None,0,550,550,0,550,3760,3487,Reloaded
2681,Squig #2681,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,Black Jacket,90,Oh,70,Angry Cyclops,70,Cowboy,95,None,0,545,545,0,545,3920,3709,Reloaded
2682,Squig #2682,Reloaded,,Grey Splash,70,Green Elf,85,Squig Elf,80,Pink Hoodie,85,Tongue,80,Angry Cyclops Lashes,75,Yellow Sunhat,95,Piranha,50,620,620,0,620,1611,517,Reloaded
2683,Squig #2683,Reloaded,,Green Splash,70,Brown,70,Squig,75,Black Tee,85,Smile,70,Angry Triple,75,Plunger,115,None,0,560,560,0,560,3390,2969,Reloaded
2684,Squig #2684,Reloaded,,Green Splash,70,Brown,70,Squig,75,Black Tee,85,Blue Tongue,85,Surgery,85,White Backwards Cap,95,None,0,565,565,0,565,3212,2713,Reloaded
2685,Squig #2685,Reloaded,,Light Blue,60,Dark Zombie,95,Zombie,110,White Tee,85,Sewn,90,Angry Triple,75,Yellow Sunhat,95,None,0,610,610,0,610,1818,810,Reloaded
2686,Squig #2686,Reloaded,,Orange Boom,70,Gold,105,Squig,75,Jedi,100,Neutral,65,Triple,65,Ugly Black Cap,95,None,0,575,575,0,575,2816,2189,Reloaded
2687,Squig #2687,Reloaded,,Grey Portal,80,Dark Brown Elf,80,Squig Elf,80,Fur and Gold,120,Gold Digger,100,Cyclops,65,Dread,110,None,0,635,635,0,635,1433,249,Reloaded
2688,Squig #2688,Reloaded,,Yellow Portal,85,Beige,70,Squig,75,Beavis Tee,105,Smile,70,Sleepy Triple,75,Green Cap,90,None,0,570,570,0,570,3009,2450,Reloaded
2689,Squig #2689,Reloaded,,Grey Boom,70,Dark Brown Elf,80,Squig Elf,80,Green White Polo,90,Afraid,70,Triple,65,Afro Brown,100,Gold Earring,20,575,575,0,575,2816,2189,Reloaded
2690,Squig #2690,Reloaded,,Pink Boom,70,Crystal Elf,115,Squig Elf,80,White Tank,80,Afraid,70,Angry Cyclops,70,Nurse,95,None,0,580,580,0,580,2630,1928,Reloaded
2691,Squig #2691,Reloaded,,Light Blue,60,Green,80,Squig,75,Chain,95,Smile,70,Cyclops Lashes,65,Ugly Black Cap,95,None,0,540,540,0,540,4073,3927,Reloaded
2692,Squig #2692,Reloaded,,Orange Boom,70,Dark Brown,70,Squig,75,'67 Jersey,105,Afraid,70,Angry Triple Lashes,75,Green Ugly Cap,85,None,0,550,550,0,550,3760,3487,Reloaded
2693,Squig #2693,Reloaded,,Green Boom,70,Beige Elf,80,Squig Elf,80,Pink Surf Lycra,90,Mustache,85,Triple,65,Pink Sunhat,90,None,0,560,560,0,560,3390,2969,Reloaded
2694,Squig #2694,Reloaded,,Grey Splash,70,Brown Elf,80,Squig Elf,80,Black Sweat,80,Tongue,80,Triple Lashes,65,Green Ugly Cap,85,None,0,540,540,0,540,4073,3927,Reloaded
2695,Squig #2695,Reloaded,,Orange Boom,70,Crystal,110,Squig,75,Futuristic Gold Armor,120,Toothless,75,Eye Patch,90,Dennis Blonde,110,None,0,650,650,0,650,1332,110,Reloaded
2696,Squig #2696,Reloaded,,Purple,60,Brown Elf,80,Squig Elf,80,Green Polo,90,Gold Digger,100,Cyclops,65,Bow,90,None,0,565,565,0,565,3212,2713,Reloaded
2697,Squig #2697,Reloaded,,Yellow,60,Beige Elf,80,Squig Elf,80,Black Sweat,80,Sad,70,Cyclops,65,Goggles,120,Smile Necklace,30,585,585,0,585,2479,1724,Reloaded
2698,Squig #2698,Reloaded,,Grey,60,Green Elf,85,Squig Elf,80,Ninja,105,Toothless,75,Cyclops,65,Skate Black,115,Nouns Glasses,45,630,630,0,630,1477,321,Reloaded
2699,Squig #2699,Reloaded,,Orange Splash,70,Beige,70,Squig,75,Tattoo,105,Open,70,Triple Lashes,65,Yellow Bowl,85,None,0,540,540,0,540,4073,3927,Reloaded
2700,Squig #2700,Reloaded,,Green Splash,70,Green,80,Squig,75,Purple Tee,80,Smile,70,Triple,65,Black Cap,90,Smile Necklace,30,560,560,0,560,3390,2969,Reloaded
2701,Squig #2701,Reloaded,,Yellow Boom,70,Brown,70,Squig,75,Ugly Lifeguard,105,Sewn,90,Cyclops Lashes,65,Lemon Sunhat,105,None,0,580,580,0,580,2630,1928,Reloaded
2702,Squig #2702,Reloaded,,Yellow Boom,70,Brown,70,Squig,75,Yellow Puffy,90,Sad,70,Triple Lashes,65,Ugly Pale Ale,105,None,0,545,545,0,545,3920,3709,Reloaded
2703,Squig #2703,Reloaded,,Pink Portal,80,Robot,105,Robot,120,Anti GM GM Club Tee,100,Tape,90,Cyclops,65,Captain,105,None,0,665,665,0,665,1297,60,Reloaded
2704,Squig #2704,Reloaded,,Light Blue,60,Green Elf,85,Squig Elf,80,White Army Tee,95,Gold Giant Tongue,100,Cyclops Lashes,65,Afro Brown,100,None,0,585,585,0,585,2479,1724,Reloaded
2705,Squig #2705,Reloaded,,Yellow Boom,70,Dark Brown,70,Squig,75,Tattoo,105,Afraid,70,Sleepy Triple,75,Green Ugly Cap,85,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
2706,Squig #2706,Reloaded,,Pink,60,Zombie,100,Zombie,110,Born Ugly Tee,85,Sewn,90,Cyclops Lashes,65,Pink Beanie,95,Weed Necklace,40,645,645,0,645,1359,145,Reloaded
2707,Squig #2707,Reloaded,,Light Blue Splash,70,Dark Brown,70,Squig,75,Chain,95,Tongue,80,Angry Triple Lashes,75,Parted,95,None,0,560,560,0,560,3390,2969,Reloaded
2708,Squig #2708,Reloaded,,Pink,60,Dark Brown,70,Squig,75,Yellow Puffy,90,Smile,70,Triple,65,Yellow Bowl,85,None,0,515,515,0,515,4425,4416,Reloaded
2709,Squig #2709,Reloaded,,Orange Splash,70,Dark Zombie,95,Zombie,110,PAAF Tee,90,Blue Tongue,85,Anger Cyclops,75,Brown Hair Bandana,95,None,0,620,620,0,620,1611,517,Reloaded
2710,Squig #2710,Reloaded,,Grey,60,Amphibian Red,105,Amphibian,110,Black Tank,80,Afraid,70,Surgery,85,Green Ugly Cap,85,None,0,595,595,0,595,2191,1327,Reloaded
2711,Squig #2711,Reloaded,,Yellow Portal,85,Brown,70,Squig,75,Flowers Shirt,95,Toothless,75,Angry Triple Lashes,75,Fast Food Visor,115,Blunt,40,630,630,0,630,1477,321,Reloaded
2712,Squig #2712,Reloaded,,Orange Splash,70,Amphibian Red,105,Amphibian,110,XRay Tee,100,Sad,70,Triple Lashes,65,Purr Paw,110,None,0,630,630,0,630,1477,321,Reloaded
2713,Squig #2713,Reloaded,,Yellow,60,Green Elf,85,Squig Elf,80,White Tee Red Bandana,90,Oh,70,Angry Cyclops Lashes,75,Fast Food Visor,115,Parakeet,45,620,620,0,620,1611,517,Reloaded
2714,Squig #2714,Reloaded,,Purple,60,Zombie,100,Zombie,110,Pink Surf Lycra,90,Neutral,65,Angry Cyclops Lashes,75,Black Cap,90,None,0,590,590,0,590,2328,1522,Reloaded
2715,Squig #2715,Reloaded,,Yellow Boom,70,Brown Elf,80,Squig Elf,80,Naked,90,Oh,70,Triple Lashes,65,Green Beanie,90,Monocle,40,585,585,0,585,2479,1724,Reloaded
2716,Squig #2716,Reloaded,,Light Blue,60,Purple,80,Squig,75,Black Astronaut,110,Oh,70,Cyclops,65,Flowers,105,None,0,565,565,0,565,3212,2713,Reloaded
2717,Squig #2717,Reloaded,,Orange Boom,70,Green,80,Squig,75,Red Tracksuit,90,Tongue,80,Angry Triple Lashes,75,Bear Fur Hat,105,None,0,575,575,0,575,2816,2189,Reloaded
2718,Squig #2718,Reloaded,,Orange Boom,70,Brown,70,Squig,75,White Suit,95,Open,70,Bionic Lashes,80,Pink Sunhat,90,None,0,550,550,0,550,3760,3487,Reloaded
2719,Squig #2719,Reloaded,,Purple Portal,80,Beige Elf,80,Squig Elf,80,Triangle Longue Tee,85,Ugly Candy,105,Angry Triple Lashes,75,Blue Ugly Cap,95,None,0,600,600,0,600,2048,1127,Reloaded
2720,Squig #2720,Reloaded,,Orange Boom,70,Dark Zombie,95,Zombie,110,Purple Hoodie,85,Toothless,75,Cyclops Lashes,65,Blonde Pigtails,95,E cigarette,55,650,650,0,650,1332,110,Reloaded
2721,Squig #2721,Reloaded,,Light Blue,60,Green,80,Squig,75,Basketball Yellow,100,Smile,70,Triple Lashes,65,Yellow Sunhat,95,None,0,545,545,0,545,3920,3709,Reloaded
2722,Squig #2722,Reloaded,,Light Blue,60,Purple,80,Squig,75,Pink Surf Lycra,90,Giant Iridescent Tongue,100,Sleepy Triple,75,Sheriff,140,None,0,620,620,0,620,1611,517,Reloaded
2723,Squig #2723,Reloaded,,Grey Boom,70,Dark Brown Elf,80,Squig Elf,80,White Tee,85,Oh,70,Cyclops,65,Brown Mullet,120,None,0,570,570,0,570,3009,2450,Reloaded
2724,Squig #2724,Reloaded,,Pink,60,Purple,80,Squig,75,White Tee,85,Afraid,70,Cyclops,65,Ugly Pale Ale,105,Sad Necklace,35,575,575,0,575,2816,2189,Reloaded
2725,Squig #2725,Reloaded,Dismembered,,0,,0,,0,,0,,0,,0,,0,,0,0,1000,0,1000,6,1,Reloaded Legendary
2726,Squig #2726,Reloaded,,Pink Portal,80,Amphibian Purple,105,Amphibian,110,Inflatable Musclor,125,Sad,70,Cyclops Lashes,65,Purr Paw,110,None,0,665,665,0,665,1297,60,Reloaded
2727,Squig #2727,Reloaded,,Grey,60,Brown Elf,80,Squig Elf,80,Baseball Jersey Blue,90,Tongue,80,Sleepy Triple,75,Brown Hair Bandana,95,None,0,560,560,0,560,3390,2969,Reloaded
2728,Squig #2728,Reloaded,,Purple Portal,80,Amphibian Red,105,Amphibian,110,Varisty Blue,90,Neutral,65,Angry Cyclops Lashes,75,Fire,110,None,0,635,635,0,635,1433,249,Reloaded
2729,Squig #2729,Reloaded,,Grey,60,Amphibian Red,105,Amphibian,110,White Tee,85,Toothless,75,Cyclops,65,Yellow Bowl,85,None,0,585,585,0,585,2479,1724,Reloaded
2730,Squig #2730,Reloaded,,Grey Boom,70,Beige,70,Squig,75,Triangle Longue Tee,85,Oh,70,Cyclops,65,Dread,110,None,0,545,545,0,545,3920,3709,Reloaded
2731,Squig #2731,Reloaded,,Purple,60,Amphibian Purple,105,Amphibian,110,Iridescent Bralette,105,Sewn,90,Angry Cyclops,70,Basketball,115,None,0,655,655,0,655,1313,85,Reloaded
2732,Squig #2732,Reloaded,,Green,60,Purple Elf,85,Squig Elf,80,Beavis Tee,105,Neutral,65,Triple,65,Green Beanie,90,None,0,550,550,0,550,3760,3487,Reloaded
2733,Squig #2733,Reloaded,,Purple Boom,70,Green,80,Squig,75,Purple Tee,80,Afraid,70,Angry Cyclops,70,Purr Paw,110,Multi Earring,25,580,580,0,580,2630,1928,Reloaded
2734,Squig #2734,Reloaded,,Yellow,60,Purple,80,Squig,75,Boxing Gloves,95,Giant Tongue,90,Cyclops,65,Zeus Hand,125,None,0,590,590,0,590,2328,1522,Reloaded
2735,Squig #2735,Reloaded,,Purple,60,Dark Brown Elf,80,Squig Elf,80,Purple Tee,80,Smile,70,Triple Lashes,65,White Donuts,135,Ugly Necklace,40,610,610,0,610,1818,810,Reloaded
2736,Squig #2736,Reloaded,,Pink,60,Brown Elf,80,Squig Elf,80,White Tee Red Bandana,90,Sad,70,Cyclops,65,Captain,105,None,0,550,550,0,550,3760,3487,Reloaded
2737,Squig #2737,Reloaded,,Yellow Splash,70,Gold,105,Squig,75,White Sweat,90,Oh,70,Eye Patch,90,Dennis Pink,105,None,0,605,605,0,605,1936,962,Reloaded
2738,Squig #2738,Reloaded,,Green Boom,70,Brown,70,Squig,75,Butthead Tee,115,Smile,70,Angry Triple,75,Pink Beanie,95,None,0,570,570,0,570,3009,2450,Reloaded
2739,Squig #2739,Reloaded,,Yellow Splash,70,Purple,80,Squig,75,Basketball Yellow,100,Smile,70,Triple,65,Parted,95,Nouns Glasses,45,600,600,0,600,2048,1127,Reloaded
2740,Squig #2740,Reloaded,,Green Splash,70,Gold,105,Squig,75,Blue Surf Lycra,90,Neutral,65,Triple Lashes,65,3D,110,None,0,580,580,0,580,2630,1928,Reloaded
2741,Squig #2741,Reloaded,,Green Boom,70,Green,80,Squig,75,Baseball Jersey Blue,90,Smile,70,Bionic Lashes,80,Grey Boom Bucket,105,None,0,570,570,0,570,3009,2450,Reloaded
2742,Squig #2742,Reloaded,,Purple,60,Dark Brown,70,Squig,75,Ugly Football Club,95,Open,70,Angry Triple Lashes,75,Pink Ugly Cap,95,None,0,540,540,0,540,4073,3927,Reloaded
2743,Squig #2743,Reloaded,,Green,60,Brown,70,Squig,75,Red Tracksuit,90,Neutral,65,Angry Triple Lashes,75,Hockey Helmet,115,None,0,550,550,0,550,3760,3487,Reloaded
2744,Squig #2744,Reloaded,,Green Splash,70,Purple,80,Squig,75,Fishnet,100,Oh,70,Angry Cyclops Lashes,75,Yellow Punk,85,None,0,555,555,0,555,3577,3233,Reloaded
2745,Squig #2745,Reloaded,,Purple,60,Beige,70,Squig,75,Baseball Jersey Red,90,Mustache,85,Triple Lashes,65,Afro Brown,100,None,0,545,545,0,545,3920,3709,Reloaded
2746,Squig #2746,Reloaded,,Orange,60,Crystal,110,Squig,75,Blue Puffy,90,Sad,70,Triple Lashes,65,Captain,105,None,0,575,575,0,575,2816,2189,Reloaded
2747,Squig #2747,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,Varisty Blue,90,Toothless,75,Angry Triple,75,Lemon Sunhat,105,None,0,565,565,0,565,3212,2713,Reloaded
2748,Squig #2748,Reloaded,,Grey Boom,70,Green Elf,85,Squig Elf,80,White Astronaut,110,Oh,70,Angry Cyclops,70,Pink Cowboy,100,None,0,585,585,0,585,2479,1724,Reloaded
2749,Squig #2749,Reloaded,,Yellow,60,Purple,80,Squig,75,Diving Suit,105,Duck,95,Triple,65,Pink Sunhat,90,None,0,570,570,0,570,3009,2450,Reloaded
2750,Squig #2750,Reloaded,,Purple,60,Dark Brown,70,Squig,75,Black Sweat,80,Sewn,90,Triple Lashes,65,Brown Hair Bandana,95,None,0,535,535,0,535,4193,4092,Reloaded
2751,Squig #2751,Reloaded,,Yellow,60,Brown Elf,80,Squig Elf,80,Red Bathrobe,95,Oh,70,Triple,65,'67 Hockey Helmet,130,None,0,580,580,0,580,2630,1928,Reloaded
2752,Squig #2752,Reloaded,,Green,60,Dark Brown,70,Squig,75,Black Jacket,90,Gold Giant Tongue,100,Anger Cyclops,75,Giant Purple Mountie,125,None,0,595,595,0,595,2191,1327,Reloaded
2753,Squig #2753,Reloaded,,Green,60,Gold,105,Squig,75,Pink Surf Lycra,90,Oh,70,Anger Cyclops,75,Brown Pigtails,95,None,0,570,570,0,570,3009,2450,Reloaded
2754,Squig #2754,Reloaded,,Purple Boom,70,Beige Elf,80,Squig Elf,80,Fisherman Black,95,Afraid,70,Bionic Lashes,80,Dread,110,None,0,585,585,0,585,2479,1724,Reloaded
2755,Squig #2755,Reloaded,,Grey Boom,70,Amphibian Purple,105,Amphibian,110,Jedi,100,Duck,95,Cyclops,65,Yellow Bowl,85,None,0,630,630,0,630,1477,321,Reloaded
2756,Squig #2756,Reloaded,,Green Splash,70,Dark Brown,70,Squig,75,Purple Hoodie,85,Oh,70,Sleepy Triple,75,Pink Sunhat,90,None,0,535,535,0,535,4193,4092,Reloaded
2757,Squig #2757,Reloaded,,Light Blue Splash,70,Brown Elf,80,Squig Elf,80,Ugly Varsity Purple,95,Toothless,75,Angry Cyclops Lashes,75,Ugly Pale Ale,105,None,0,580,580,0,580,2630,1928,Reloaded
2758,Squig #2758,Reloaded,,Sky,80,Brown Elf,80,Squig Elf,80,Multi Overalls,90,Neutral,65,Triple Lashes,65,White Backwards Cap,95,Smile Necklace,30,585,585,0,585,2479,1724,Reloaded
2759,Squig #2759,Reloaded,,Orange,60,Dark Brown,70,Squig,75,Blue Overalls,90,Neutral,65,Triple Lashes,65,Pink Bowl,85,None,0,510,510,0,510,4437,4434,Reloaded
2760,Squig #2760,Reloaded,,Orange,60,Beige Elf,80,Squig Elf,80,Born Ugly Tee,85,Tongue,80,Angry Cyclops Lashes,75,Blue Ugly Cap,95,Sad Necklace,35,590,590,0,590,2328,1522,Reloaded
2761,Squig #2761,Reloaded,,Light Blue,60,Beige Elf,80,Squig Elf,80,Red Bathrobe,95,Toothless,75,Angry Triple,75,Fresh Cut,100,None,0,565,565,0,565,3212,2713,Reloaded
2762,Squig #2762,Reloaded,,Green,60,Crystal,110,Squig,75,Red Bralette,90,Neutral,65,Cyclops Lashes,65,Brown Hair Bandana,95,Gold Earring,20,580,580,0,580,2630,1928,Reloaded
2763,Squig #2763,Reloaded,,Grey Boom,70,Dark Zombie,95,Zombie,110,Brown Suit,100,Neutral,65,Angry Triple Lashes,75,Watermelon Bucket,110,None,0,625,625,0,625,1537,403,Reloaded
2764,Squig #2764,Reloaded,,Green Splash,70,Brown,70,Squig,75,Triangle Longue Tee,85,Toothless,75,Triple Lashes,65,Green Mountie,105,None,0,545,545,0,545,3920,3709,Reloaded
2765,Squig #2765,Reloaded,,Purple Boom,70,Purple,80,Squig,75,Borat,105,Toothless,75,Triple,65,Proud To Be Ugly,115,None,0,585,585,0,585,2479,1724,Reloaded
2766,Squig #2766,Reloaded,,Yellow Portal,85,Green,80,Squig,75,Black Sweat,80,Revive Pill,95,Triple Lashes,65,Black Cap,90,None,0,570,570,0,570,3009,2450,Reloaded
2767,Squig #2767,Reloaded,,Purple Splash,70,Dark Brown,70,Squig,75,Born Ugly Tank,90,Smile,70,Triple,65,Purr Paw,110,None,0,550,550,0,550,3760,3487,Reloaded
2768,Squig #2768,Reloaded,,Orange Portal,80,Purple,80,Squig,75,Red Tracksuit,90,Open,70,Anger Cyclops,75,Parted,95,None,0,565,565,0,565,3212,2713,Reloaded
2769,Squig #2769,Reloaded,,Pink,60,Purple,80,Squig,75,Ugly Varsity Purple,95,Afraid,70,Cyclops,65,VR Goggles,120,None,0,565,565,0,565,3212,2713,Reloaded
2770,Squig #2770,Reloaded,,Yellow Boom,70,Amphibian Green,110,Amphibian,110,Pink Surf Lycra,90,Toothless,75,Anger Cyclops,75,Fresh Cut,100,None,0,630,630,0,630,1477,321,Reloaded
2771,Squig #2771,Reloaded,,Light Blue Portal,85,Purple,80,Squig,75,Purple Tee,80,Ball Gag,100,Cyclops,65,Ugly Black Cap,95,Sad Necklace,35,615,615,0,615,1715,658,Reloaded
2772,Squig #2772,Reloaded,,Purple Splash,70,Robot,105,Robot,120,Bowling Shirt,95,Tongue,80,Triple Lashes,65,Yellow Punk,85,None,0,620,620,0,620,1611,517,Reloaded
2773,Squig #2773,Reloaded,,Pink,60,Gold,105,Squig,75,Borat,105,Open,70,Triple Lashes,65,Skate Black,115,Sad Necklace,35,630,630,0,630,1477,321,Reloaded
2774,Squig #2774,Reloaded,,Light Blue Boom,70,Green,80,Squig,75,Gold Boxing Gloves,125,Mustache,85,Triple Lashes,65,Mountie,95,None,0,595,595,0,595,2191,1327,Reloaded
2775,Squig #2775,Reloaded,,Pink Portal,80,Beige,70,Squig,75,Dog Tank,85,Oh,70,Cyclops Lashes,65,White Bowl,95,None,0,540,540,0,540,4073,3927,Reloaded
2776,Squig #2776,Reloaded,,Orange Boom,70,Brown,70,Squig,75,Blue Tracksuit,90,Tongue,80,Anger Cyclops,75,Yellow Bowl,85,Gold Earring,20,565,565,0,565,3212,2713,Reloaded
2777,Squig #2777,Reloaded,,Yellow Portal,85,Green Elf,85,Squig Elf,80,Yellow Puffy,90,Blue Tongue,85,Angry Triple Lashes,75,Paper Boat,100,None,0,600,600,0,600,2048,1127,Reloaded
2778,Squig #2778,Reloaded,,Orange,60,Dark Brown,70,Squig,75,Black Tank,80,Sad,70,Angry Cyclops,70,Proud To Be Ugly,115,Sad Necklace,35,575,575,0,575,2816,2189,Reloaded
2779,Squig #2779,Reloaded,,Purple Boom,70,Purple Elf,85,Squig Elf,80,Black Suit,95,Sad,70,Triple,65,Construction Cone,120,None,0,585,585,0,585,2479,1724,Reloaded
2780,Squig #2780,Reloaded,,Green,60,Dark Brown,70,Squig,75,Varisty Blue,90,Futuristic Mask,100,Anger Cyclops,75,Pot Head,110,None,0,580,580,0,580,2630,1928,Reloaded
2781,Squig #2781,Reloaded,,Green Splash,70,Beige Elf,80,Squig Elf,80,Black Tee,85,Gold Giant Tongue,100,Surgery Lashes,85,Afro Blonde,95,None,0,595,595,0,595,2191,1327,Reloaded
2782,Squig #2782,Reloaded,,Grey Portal,80,Purple Elf,85,Squig Elf,80,Chain,95,Ugly Candy,105,Cyclops Lashes,65,Dennis Blonde,110,None,0,620,620,0,620,1611,517,Reloaded
2783,Squig #2783,Reloaded,,Purple Splash,70,Zombie,100,Zombie,110,Multi Overalls,90,Tape,90,Anger Cyclops,75,Brown Pigtails,95,Sad Necklace,35,665,665,0,665,1297,60,Reloaded
2784,Squig #2784,Reloaded,,Grey Portal,80,Green Elf,85,Squig Elf,80,Fisherman Black,95,Sad,70,Cyclops Lashes,65,Yellow Punk,85,Parakeet,45,605,605,0,605,1936,962,Reloaded
2785,Squig #2785,Reloaded,,Purple Portal,80,Gold,105,Squig,75,Blue Overalls,90,Smile,70,Triple Lashes,65,Hockey Helmet,115,None,0,600,600,0,600,2048,1127,Reloaded
2786,Squig #2786,Reloaded,,Green Splash,70,Amphibian Green,110,Amphibian,110,Native Shirt,95,Toothless,75,Triple,65,Bow,90,None,0,615,615,0,615,1715,658,Reloaded
2787,Squig #2787,Reloaded,,Pink Splash,70,Purple,80,Squig,75,White Bralette,90,Oh,70,Bionic,80,Bandana,100,None,0,565,565,0,565,3212,2713,Reloaded
