tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
2764,Squig #2764,"4,444 Creatures from another world come to observe and imitate Humans.",2764.png,Green Splash,Brown,Squig,Reloaded,Triangle Longue Tee,Toothless,Triple Lashes,Green Mountie,None,
2765,Squig #2765,"4,444 Creatures from another world come to observe and imitate Humans.",2765.png,Purple Boom,Purple,Squig,Reloaded,Borat,Toothless,Triple,Proud To Be Ugly,None,
2766,Squig #2766,"4,444 Creatures from another world come to observe and imitate Humans.",2766.png,Yellow Portal,Green,Squig,Reloaded,Black Sweat,Revive Pill,Triple Lashes,Black Cap,None,
2767,Squig #2767,"4,444 Creatures from another world come to observe and imitate Humans.",2767.png,Purple Splash,Dark Brown,Squig,Reloaded,Born Ugly Tank,Smile,Triple,Purr Paw,None,
2768,Squig #2768,"4,444 Creatures from another world come to observe and imitate Humans.",2768.png,Orange Portal,Purple,Squig,Reloaded,Red Tracksuit,Open,Anger Cyclops,Parted,None,
2769,Squig #2769,"4,444 Creatures from another world come to observe and imitate Humans.",2769.png,Pink,Purple,Squig,Reloaded,Ugly Varsity Purple,Afraid,Cyclops,VR Goggles,None,
2770,Squig #2770,"4,444 Creatures from another world come to observe and imitate Humans.",2770.png,Yellow Boom,Amphibian Green,Amphibian,Reloaded,Pink Surf Lycra,Toothless,Anger Cyclops,Fresh Cut,None,
2771,Squig #2771,"4,444 Creatures from another world come to observe and imitate Humans.",2771.png,Light Blue Portal,Purple,Squig,Reloaded,Purple Tee,Ball Gag,Cyclops,Ugly Black Cap,Sad Necklace,
2772,Squig #2772,"4,444 Creatures from another world come to observe and imitate Humans.",2772.png,Purple Splash,Robot,Robot,Reloaded,Bowling Shirt,Tongue,Triple Lashes,Yellow Punk,None,
2773,Squig #2773,"4,444 Creatures from another world come to observe and imitate Humans.",2773.png,Pink,Gold,Squig,Reloaded,Borat,Open,Triple Lashes,Skate Black,Sad Necklace,
2774,Squig #2774,"4,444 Creatures from another world come to observe and imitate Humans.",2774.png,Light Blue Boom,Green,Squig,Reloaded,Gold Boxing Gloves,Mustache,Triple Lashes,Mountie,None,
2775,Squig #2775,"4,444 Creatures from another world come to observe and imitate Humans.",2775.png,Pink Portal,Beige,Squig,Reloaded,Dog Tank,Oh,Cyclops Lashes,White Bowl,None,
2776,Squig #2776,"4,444 Creatures from another world come to observe and imitate Humans.",2776.png,Orange Boom,Brown,Squig,Reloaded,Blue Tracksuit,Tongue,Anger Cyclops,Yellow Bowl,Gold Earring,
2777,Squig #2777,"4,444 Creatures from another world come to observe and imitate Humans.",2777.png,Yellow Portal,Green Elf,Squig Elf,Reloaded,Yellow Puffy,Blue Tongue,Angry Triple Lashes,Paper Boat,None,
2778,Squig #2778,"4,444 Creatures from another world come to observe and imitate Humans.",2778.png,Orange,Dark Brown,Squig,Reloaded,Black Tank,Sad,Angry Cyclops,Proud To Be Ugly,Sad Necklace,
2779,Squig #2779,"4,444 Creatures from another world come to observe and imitate Humans.",2779.png,Purple Boom,Purple Elf,Squig Elf,Reloaded,Black Suit,Sad,Triple,Construction Cone,None,
2780,Squig #2780,"4,444 Creatures from another world come to observe and imitate Humans.",2780.png,Green,Dark Brown,Squig,Reloaded,Varisty Blue,Futuristic Mask,Anger Cyclops,Pot Head,None,
2781,Squig #2781,"4,444 Creatures from another world come to observe and imitate Humans.",2781.png,Green Splash,Beige Elf,Squig Elf,Reloaded,Black Tee,Gold Giant Tongue,Surgery Lashes,Afro Blonde,None,
2782,Squig #2782,"4,444 Creatures from another world come to observe and imitate Humans.",2782.png,Grey Portal,Purple Elf,Squig Elf,Reloaded,Chain,Ugly Candy,Cyclops Lashes,Dennis Blonde,None,
2783,Squig #2783,"4,444 Creatures from another world come to observe and imitate Humans.",2783.png,Purple Splash,Zombie,Zombie,Reloaded,Multi Overalls,Tape,Anger Cyclops,Brown Pigtails,Sad Necklace,
2784,Squig #2784,"4,444 Creatures from another world come to observe and imitate Humans.",2784.png,Grey Portal,Green Elf,Squig Elf,Reloaded,Fisherman Black,Sad,Cyclops Lashes,Yellow Punk,Parakeet,
2785,Squig #2785,"4,444 Creatures from another world come to observe and imitate Humans.",2785.png,Purple Portal,Gold,Squig,Reloaded,Blue Overalls,Smile,Triple Lashes,Hockey Helmet,None,
2786,Squig #2786,"4,444 Creatures from another world come to observe and imitate Humans.",2786.png,Green Splash,Amphibian Green,Amphibian,Reloaded,Native Shirt,Toothless,Triple,Bow,None,
2787,Squig #2787,"4,444 Creatures from another world come to observe and imitate Humans.",2787.png,Pink Splash,Purple,Squig,Reloaded,White Bralette,Oh,Bionic,Bandana,None,
2788,Squig #2788,"4,444 Creatures from another world come to observe and imitate Humans.",2788.png,Light Blue,Dark Brown Elf,Squig Elf,Reloaded,Flame Sweat,Open,Surgery Lashes,Afro Blonde,None,
2789,Squig #2789,"4,444 Creatures from another world come to observe and imitate Humans.",2789.png,Pink,Green,Squig,Reloaded,White Tank,Oh,Cyclops Lashes,Visor With Hair,None,
2790,Squig #2790,"4,444 Creatures from another world come to observe and imitate Humans.",2790.png,Orange,Brown,Squig,Reloaded,Brown Suit,Gold Giant Tongue,Cyclops,Dennis Pink,None,
2791,Squig #2791,"4,444 Creatures from another world come to observe and imitate Humans.",2791.png,Green Boom,Amphibian Purple,Amphibian,Reloaded,Army Tee,Neutral,Angry Cyclops Lashes,Multi Cap,None,
2792,Squig #2792,"4,444 Creatures from another world come to observe and imitate Humans.",2792.png,Purple Boom,Dark Brown,Squig,Reloaded,Blue Puffy,Smile,Triple Lashes,Golf,None,
2793,Squig #2793,"4,444 Creatures from another world come to observe and imitate Humans.",2793.png,Light Blue Splash,Green,Squig,Reloaded,Fast Food Hoodie,Neutral,Bionic,Hockey Helmet,None,
2794,Squig #2794,"4,444 Creatures from another world come to observe and imitate Humans.",2794.png,Light Blue Boom,Dark Zombie,Zombie,Reloaded,Red Bralette,Neutral,Angry Cyclops Lashes,Green Cap,None,
2795,Squig #2795,"4,444 Creatures from another world come to observe and imitate Humans.",2795.png,Light Blue Boom,Dark Zombie,Zombie,Reloaded,Pink Surf Lycra,Neutral,Angry Triple Lashes,Pink Ugly Cap,None,
2796,Squig #2796,"4,444 Creatures from another world come to observe and imitate Humans.",2796.png,Grey Boom,Beige,Squig,Reloaded,Dog Tank,Afraid,Terminator,Yellow Punk,Smile Necklace,
2797,Squig #2797,"4,444 Creatures from another world come to observe and imitate Humans.",2797.png,Yellow Boom,Beige,Squig,Reloaded,Brown Suit,Open,Angry Cyclops,Yellow Punk,None,
2798,Squig #2798,"4,444 Creatures from another world come to observe and imitate Humans.",2798.png,Orange Boom,Robot,Robot,Reloaded,Green White Polo,Oh,Triple,Gold Bow,None,
2799,Squig #2799,"4,444 Creatures from another world come to observe and imitate Humans.",2799.png,Orange,Dark Brown,Squig,Reloaded,Baseball Jersey Red,Blue Tongue,Triple Lashes,White Cowboy,None,
2800,Squig #2800,"4,444 Creatures from another world come to observe and imitate Humans.",2800.png,Light Blue Portal,Green Elf,Squig Elf,Reloaded,Fisherman Multi,Neutral,Sleepy Triple,Multi Cap,None,
2801,Squig #2801,"4,444 Creatures from another world come to observe and imitate Humans.",2801.png,Orange Splash,Dark Brown,Squig,Reloaded,Blue Surf Lycra,Open,Angry Cyclops Lashes,Crown,None,
2802,Squig #2802,"4,444 Creatures from another world come to observe and imitate Humans.",2802.png,Green Splash,Amphibian Purple,Amphibian,Reloaded,White Tank,Open,Angry Cyclops Lashes,Fresh Cut,None,
2803,Squig #2803,"4,444 Creatures from another world come to observe and imitate Humans.",2803.png,Light Blue Boom,Brown Elf,Squig Elf,Reloaded,Yellow Pink Polo,Sad,Triple,Bald,Gold Earring,
2804,Squig #2804,"4,444 Creatures from another world come to observe and imitate Humans.",2804.png,Yellow Portal,Dark Brown,Squig,Reloaded,Triangle Longue Tee,Toothless,Triple Lashes,Ugly Black Cap,None,
2805,Squig #2805,"4,444 Creatures from another world come to observe and imitate Humans.",2805.png,Grey,Dark Brown,Squig,Reloaded,Basketball Red,Oh,Angry Triple,Zeus Hand,None,
2806,Squig #2806,"4,444 Creatures from another world come to observe and imitate Humans.",2806.png,Orange Portal,Crystal Elf,Squig Elf,Reloaded,Purple Transparent Shirt,Tape,Triple,Pink Cowboy,None,
2807,Squig #2807,"4,444 Creatures from another world come to observe and imitate Humans.",2807.png,Grey,Beige,Squig,Reloaded,Ugly Side of the Moon,Mustache,Cyclops,Cowboy,None,
2808,Squig #2808,"4,444 Creatures from another world come to observe and imitate Humans.",2808.png,Purple Portal,Dark Brown Elf,Squig Elf,Reloaded,Dog Tank,Giant Tongue,Triple Lashes,Parted,None,
2809,Squig #2809,"4,444 Creatures from another world come to observe and imitate Humans.",2809.png,Yellow,Green,Squig,Reloaded,White Tank,Toothless,Angry Cyclops,Sombrero,Smile Necklace,
2810,Squig #2810,"4,444 Creatures from another world come to observe and imitate Humans.",2810.png,Purple Boom,Dark Zombie,Zombie,Reloaded,Blue Puffy,Toothless,Angry Triple Lashes,Pink Ugly Cap,None,
2811,Squig #2811,"4,444 Creatures from another world come to observe and imitate Humans.",2811.png,Purple,Dark Brown,Squig,Reloaded,Multi Overalls,Sad,Triple Lashes,Nurse,Sad Necklace,
2812,Squig #2812,"4,444 Creatures from another world come to observe and imitate Humans.",2812.png,Orange Boom,Brown,Squig,Reloaded,Ugly Football Club,Open,Angry Triple,Yellow Sunhat,None,
2813,Squig #2813,"4,444 Creatures from another world come to observe and imitate Humans.",2813.png,Grey Splash,Purple Elf,Squig Elf,Reloaded,White Tee Red Bandana,Futuristic Mask,Cyclops,White Backwards Cap,None,
2814,Squig #2814,"4,444 Creatures from another world come to observe and imitate Humans.",2814.png,Light Blue Boom,Zombie,Zombie,Reloaded,Blue Tracksuit,Neutral,Triple Lashes,Black Cap,None,
2815,Squig #2815,"4,444 Creatures from another world come to observe and imitate Humans.",2815.png,Purple Splash,Beige Elf,Squig Elf,Reloaded,Green Tee,Sewn,Sleepy Triple,Rainbow,Smile Necklace,
2816,Squig #2816,"4,444 Creatures from another world come to observe and imitate Humans.",2816.png,Yellow,Beige Elf,Squig Elf,Reloaded,Better Ugly Than Late Tee,Neutral,Cyclops Lashes,VR Goggles,Gold Earring,
2817,Squig #2817,"4,444 Creatures from another world come to observe and imitate Humans.",2817.png,Orange Boom,Robot,Robot,Reloaded,Triangle Longue Tee,Oh,Surgery Lashes,Nurse,None,
2818,Squig #2818,"4,444 Creatures from another world come to observe and imitate Humans.",2818.png,Yellow,Brown,Squig,Reloaded,Blue Tracksuit,Neutral,Angry Cyclops Lashes,Pink Bowl,None,
2819,Squig #2819,"4,444 Creatures from another world come to observe and imitate Humans.",2819.png,Light Blue Splash,Green Elf,Squig Elf,Reloaded,Born Ugly Tee,Blue Tongue,Triple,Brain Bucket,Ugly Necklace,
2820,Squig #2820,"4,444 Creatures from another world come to observe and imitate Humans.",2820.png,Light Blue Splash,Green Elf,Squig Elf,Reloaded,Fastfood Shirt,Sad,Surgery Lashes,Pink Sunhat,None,
2821,Squig #2821,"4,444 Creatures from another world come to observe and imitate Humans.",2821.png,Yellow,Beige,Squig,Reloaded,Black Tank,Duck,Cyclops Lashes,Yellow Punk,None,
2822,Squig #2822,"4,444 Creatures from another world come to observe and imitate Humans.",2822.png,Pink,Robot,Robot,Reloaded,Pink Surf Lycra,Neutral,Angry Cyclops,Fresh Cut,None,
2823,Squig #2823,"4,444 Creatures from another world come to observe and imitate Humans.",2823.png,Purple,Brown,Squig,Reloaded,Born Ugly Tank Yellow,Oh,Angry Cyclops Lashes,Watermelon Bucket,None,
2824,Squig #2824,"4,444 Creatures from another world come to observe and imitate Humans.",2824.png,Pink Boom,Purple Elf,Squig Elf,Reloaded,White Sweat,Neutral,Triple,Blonde Hair Bandana,Monocle,
2825,Squig #2825,"4,444 Creatures from another world come to observe and imitate Humans.",2825.png,Orange,Dark Brown,Squig,Reloaded,Naked,Neutral,Suspect Cyclops,White Backwards Cap,None,
2826,Squig #2826,"4,444 Creatures from another world come to observe and imitate Humans.",2826.png,Green,Brown,Squig,Reloaded,Black Jacket,Smile,Bionic,Pink Bowl,Nouns Glasses,
2827,Squig #2827,"4,444 Creatures from another world come to observe and imitate Humans.",2827.png,Grey Boom,Dark Brown,Squig,Reloaded,Black Suit,Neutral,Cyclops Lashes,Brown Hair Bandana,Multi Earring,
2828,Squig #2828,"4,444 Creatures from another world come to observe and imitate Humans.",2828.png,Green,Brown Elf,Squig Elf,Reloaded,Naked,Afraid,Cyclops,Bandana,None,
2829,Squig #2829,"4,444 Creatures from another world come to observe and imitate Humans.",2829.png,Yellow Splash,Dark Robot,Robot,Reloaded,Green White Polo,Afraid,Triple,Green Ugly Cap,None,
2830,Squig #2830,"4,444 Creatures from another world come to observe and imitate Humans.",2830.png,Grey,Beige,Squig,Reloaded,Blue Overalls,Tongue,Cyclops,Green Cap,None,
2831,Squig #2831,"4,444 Creatures from another world come to observe and imitate Humans.",2831.png,Orange Splash,Brown Elf,Squig Elf,Reloaded,Fisherman Multi,Oh,Angry Cyclops,Ice Cream,Dino,
2832,Squig #2832,"4,444 Creatures from another world come to observe and imitate Humans.",2832.png,Purple,Brown,Squig,Reloaded,Cowboy Red,Blue Tongue,Triple,Boom Bucket,Monocle,
2833,Squig #2833,"4,444 Creatures from another world come to observe and imitate Humans.",2833.png,Pink Boom,Dark Zombie,Zombie,Reloaded,Dog Tank,Gold Giant Tongue,Cyclops,Green Ugly Cap,None,
2834,Squig #2834,"4,444 Creatures from another world come to observe and imitate Humans.",2834.png,Yellow,Dark Zombie,Zombie,Reloaded,White Bralette,Giant Tongue,Angry Cyclops,Paper Boat,Gold Earring,
2835,Squig #2835,"4,444 Creatures from another world come to observe and imitate Humans.",2835.png,Pink Boom,Dark Zombie,Zombie,Reloaded,Born Ugly Tee,Neutral,Anger Cyclops,Beavis Hair,None,
2836,Squig #2836,"4,444 Creatures from another world come to observe and imitate Humans.",2836.png,Yellow,Green,Squig,Reloaded,Green Polo,Sad,Sleepy Triple,Boxing,None,
2837,Squig #2837,"4,444 Creatures from another world come to observe and imitate Humans.",2837.png,Yellow,Dark Brown,Squig,Reloaded,Anti GM GM Club Tee,Neutral,Cyclops Lashes,Nurse,None,
2838,Squig #2838,"4,444 Creatures from another world come to observe and imitate Humans.",2838.png,Grey Boom,Green Elf,Squig Elf,Reloaded,Purple Tee,Neutral,Triple,Blonde Hair Bandana,None,
2839,Squig #2839,"4,444 Creatures from another world come to observe and imitate Humans.",2839.png,Light Blue Boom,Amphibian Purple,Amphibian,Reloaded,Bowling Shirt,Tongue,Sleepy Triple,White Backwards Cap,None,
2840,Squig #2840,"4,444 Creatures from another world come to observe and imitate Humans.",2840.png,Purple Boom,Beige Elf,Squig Elf,Reloaded,Green White Polo,Oh,Angry Cyclops Lashes,Green Ugly Cap,Multi Earring,
2841,Squig #2841,"4,444 Creatures from another world come to observe and imitate Humans.",2841.png,Green,Beige,Squig,Reloaded,Green Tee,Neutral,Triple Lashes,Pink Beanie,Weed Necklace,
2842,Squig #2842,"4,444 Creatures from another world come to observe and imitate Humans.",2842.png,Yellow Boom,Green,Squig,Reloaded,Flowers Shirt,Blue Tongue,Angry Triple,Mountie,None,
2843,Squig #2843,"4,444 Creatures from another world come to observe and imitate Humans.",2843.png,Yellow Boom,Dark Brown,Squig,Reloaded,Triangle Longue Tee,Oh,Bionic Lashes,I Need TP,Green Laser,
2844,Squig #2844,"4,444 Creatures from another world come to observe and imitate Humans.",2844.png,Pink Splash,Purple,Squig,Reloaded,Yellow Puffy,Gold Digger,Angry Triple,Purr Paw,Multi Earring,
2845,Squig #2845,"4,444 Creatures from another world come to observe and imitate Humans.",2845.png,Orange Boom,Dark Brown,Squig,Reloaded,Black Hoodie,Sad,Cyclops,Green Visor,None,
2846,Squig #2846,"4,444 Creatures from another world come to observe and imitate Humans.",2846.png,Pink Splash,Dark Brown Elf,Squig Elf,Reloaded,Dog Tank,Toothless,Cyclops,Pink Sunhat,None,
2847,Squig #2847,"4,444 Creatures from another world come to observe and imitate Humans.",2847.png,Orange Portal,Purple Elf,Squig Elf,Reloaded,Borat,Revive Pill,Bionic,Mountie,None,
2848,Squig #2848,"4,444 Creatures from another world come to observe and imitate Humans.",2848.png,,,,Reloaded,,,,,,Gold Power
2849,Squig #2849,"4,444 Creatures from another world come to observe and imitate Humans.",2849.png,Purple Splash,Amphibian Green,Amphibian,Reloaded,Yellow Pink Polo,Oh,Triple Lashes,Crown,None,
2850,Squig #2850,"4,444 Creatures from another world come to observe and imitate Humans.",2850.png,Purple Portal,Beige,Squig,Reloaded,Black Tank,Sewn,Angry Cyclops Lashes,Nurse,Weed Necklace,
2851,Squig #2851,"4,444 Creatures from another world come to observe and imitate Humans.",2851.png,Purple Splash,Brown Elf,Squig Elf,Reloaded,Dog Tank,Oh,Angry Triple Lashes,I Need TP,None,
2852,Squig #2852,"4,444 Creatures from another world come to observe and imitate Humans.",2852.png,Pink Portal,Dark Brown,Squig,Reloaded,Fisherman Black,Blue Tongue,Cyclops,Iridescent Sunhat,None,
2853,Squig #2853,"4,444 Creatures from another world come to observe and imitate Humans.",2853.png,Pink,Purple Elf,Squig Elf,Reloaded,Tattoo,Smile,Angry Triple,Rice Dome,None,
2854,Squig #2854,"4,444 Creatures from another world come to observe and imitate Humans.",2854.png,Orange,Beige Elf,Squig Elf,Reloaded,Yellow Puffy,Sad,Cyclops,Bald,None,
2855,Squig #2855,"4,444 Creatures from another world come to observe and imitate Humans.",2855.png,Grey Splash,Brown,Squig,Reloaded,Yellow Puffy,Neutral,Angry Cyclops,Green Beanie,None,
2856,Squig #2856,"4,444 Creatures from another world come to observe and imitate Humans.",2856.png,Green Splash,Green Elf,Squig Elf,Reloaded,Black Hoodie,Oh,Surgery Lashes,Nurse,None,
2857,Squig #2857,"4,444 Creatures from another world come to observe and imitate Humans.",2857.png,Purple,Beige,Squig,Reloaded,Cowboy Green,Afraid,Bionic Lashes,Blue Ugly Cap,None,
2858,Squig #2858,"4,444 Creatures from another world come to observe and imitate Humans.",2858.png,Orange,Green Elf,Squig Elf,Reloaded,Baseball Jersey Blue,Open,Cyclops,Afro Blonde,None,
2859,Squig #2859,"4,444 Creatures from another world come to observe and imitate Humans.",2859.png,Grey,Brown,Squig,Reloaded,Green White Polo,Blue Tongue,Anger Cyclops,Ice Cream,None,
2860,Squig #2860,"4,444 Creatures from another world come to observe and imitate Humans.",2860.png,Yellow Boom,Dark Zombie,Zombie,Reloaded,Black Suit,Neutral,Eye Patch,Bow,None,
2861,Squig #2861,"4,444 Creatures from another world come to observe and imitate Humans.",2861.png,Grey,Dark Robot,Robot,Reloaded,Fastfood Shirt,Neutral,Eye Patch,Pink Bowl,None,
2862,Squig #2862,"4,444 Creatures from another world come to observe and imitate Humans.",2862.png,Orange,Dark Brown Elf,Squig Elf,Reloaded,Army Tee,Giant Tongue,Angry Triple Lashes,Gold Hoops,None,
2863,Squig #2863,"4,444 Creatures from another world come to observe and imitate Humans.",2863.png,Pink Portal,Dark Brown,Squig,Reloaded,Black Tee,Open,Eye Patch,Brown Pigtails,None,
2864,Squig #2864,"4,444 Creatures from another world come to observe and imitate Humans.",2864.png,Green Splash,Brown,Squig,Reloaded,Baseball Jersey Red,Afraid,Gold Terminator,Yellow Punk,None,
2865,Squig #2865,"4,444 Creatures from another world come to observe and imitate Humans.",2865.png,Grey,Brown,Squig,Reloaded,White Tee Red Bandana,Smile,Cyclops,Sombrero,None,
2866,Squig #2866,"4,444 Creatures from another world come to observe and imitate Humans.",2866.png,Pink,Green,Squig,Reloaded,Ugly Long Tee,Toothless,Angry Cyclops Lashes,Pink Cowboy,Ugly Necklace,
2867,Squig #2867,"4,444 Creatures from another world come to observe and imitate Humans.",2867.png,Yellow,Dark Brown Elf,Squig Elf,Reloaded,Red Bralette,Sewn,Cyclops Lashes,Fresh Cut,Multi Earring,
2868,Squig #2868,"4,444 Creatures from another world come to observe and imitate Humans.",2868.png,Pink,Purple Elf,Squig Elf,Reloaded,Triangle Longue Tee,Oh,Angry Cyclops,Multi Cap,None,
2869,Squig #2869,"4,444 Creatures from another world come to observe and imitate Humans.",2869.png,Yellow,Brown Elf,Squig Elf,Reloaded,Triangle Longue Tee,Oh,Triple,Pink Beanie,None,
2870,Squig #2870,"4,444 Creatures from another world come to observe and imitate Humans.",2870.png,Light Blue Boom,Dark Brown,Squig,Reloaded,Black Sweat,Blue Tongue,Cyclops,White Backwards Cap,None,
2871,Squig #2871,"4,444 Creatures from another world come to observe and imitate Humans.",2871.png,Purple,Brown Elf,Squig Elf,Reloaded,Ugly Long Tee,Open,Angry Cyclops Lashes,Crown,Smile Necklace,
2872,Squig #2872,"4,444 Creatures from another world come to observe and imitate Humans.",2872.png,Orange Splash,Beige,Squig,Reloaded,Varisty Blue,Afraid,Angry Triple Lashes,Nurse,None,
2873,Squig #2873,"4,444 Creatures from another world come to observe and imitate Humans.",2873.png,Green Boom,Dark Brown Elf,Squig Elf,Reloaded,Blue Overalls,Smile,Cyclops Lashes,Yellow Sunhat,None,
2874,Squig #2874,"4,444 Creatures from another world come to observe and imitate Humans.",2874.png,Green,Green Elf,Squig Elf,Reloaded,Black Tee Yellow Bandana,Neutral,Angry Cyclops Lashes,Green Visor,Parakeet,
2875,Squig #2875,"4,444 Creatures from another world come to observe and imitate Humans.",2875.png,Green Boom,Beige,Squig,Reloaded,Blue Tracksuit,Afraid,Triple Lashes,Yellow Sunhat,None,
2876,Squig #2876,"4,444 Creatures from another world come to observe and imitate Humans.",2876.png,Light Blue Boom,Brown,Squig,Reloaded,White Sweat,Smile,Angry Cyclops Lashes,Pink Bowl,None,
2877,Squig #2877,"4,444 Creatures from another world come to observe and imitate Humans.",2877.png,Yellow,Dark Brown,Squig,Reloaded,Red Tracksuit,Sad,Cyclops,Dragon Ball Hair,None,
2878,Squig #2878,"4,444 Creatures from another world come to observe and imitate Humans.",2878.png,Yellow,Brown,Squig,Reloaded,Purple Transparent Shirt,Open,Bionic Lashes,Bandana,Green Laser,
2879,Squig #2879,"4,444 Creatures from another world come to observe and imitate Humans.",2879.png,Yellow,Dark Zombie,Zombie,Reloaded,Blue Puffy,Neutral,Triple Lashes,Dennis Pink,Monocle,
2880,Squig #2880,"4,444 Creatures from another world come to observe and imitate Humans.",2880.png,Pink Boom,Green,Squig,Reloaded,Flame Sweat,Tongue,Bionic Lashes,Afro Brown,Multi Laser,
2881,Squig #2881,"4,444 Creatures from another world come to observe and imitate Humans.",2881.png,Pink Portal,Zombie,Zombie,Reloaded,White Tank,Toothless,Cyclops,Yellow Punk,None,
2882,Squig #2882,"4,444 Creatures from another world come to observe and imitate Humans.",2882.png,Grey,Green,Squig,Reloaded,Ugly Fighting Club Belt,Smile,Sleepy Triple,Pink Ugly Cap,None,
2883,Squig #2883,"4,444 Creatures from another world come to observe and imitate Humans.",2883.png,Grey Boom,Purple Elf,Squig Elf,Reloaded,420 Shirt,Tongue,Angry Cyclops Lashes,Bow,None,
2884,Squig #2884,"4,444 Creatures from another world come to observe and imitate Humans.",2884.png,Green,Green Elf,Squig Elf,Reloaded,Fisherman Black,Toothless,Suspect Cyclops,Green Ugly Cap,Blunt,
2885,Squig #2885,"4,444 Creatures from another world come to observe and imitate Humans.",2885.png,Green,Green,Squig,Reloaded,Red Bathrobe,Open,Angry Triple Lashes,Multi Cap,Blunt,
2886,Squig #2886,"4,444 Creatures from another world come to observe and imitate Humans.",2886.png,Pink,Green,Squig,Reloaded,Ugly Hockey Jersey,Oh,Triple,Brown Pigtails,None,
2887,Squig #2887,"4,444 Creatures from another world come to observe and imitate Humans.",2887.png,Orange Portal,Brown Elf,Squig Elf,Reloaded,Iridescent Shirt,Afraid,Surgery,Afro Blonde,None,
2888,Squig #2888,"4,444 Creatures from another world come to observe and imitate Humans.",2888.png,Light Blue,Brown,Squig,Reloaded,White Tee Red Bandana,Sad,Cyclops,Yellow Punk,None,
2889,Squig #2889,"4,444 Creatures from another world come to observe and imitate Humans.",2889.png,Green,Zombie,Zombie,Reloaded,Prison,Neutral,Cyclops Lashes,Green Ugly Cap,None,
2890,Squig #2890,"4,444 Creatures from another world come to observe and imitate Humans.",2890.png,Yellow,Beige,Squig,Reloaded,Black Tank,Mustache,Triple Lashes,Watermelon Bucket,Weed Necklace,
2891,Squig #2891,"4,444 Creatures from another world come to observe and imitate Humans.",2891.png,Yellow,Beige Elf,Squig Elf,Reloaded,Born Ugly Tank,Afraid,Cyclops,Visor,None,
2892,Squig #2892,"4,444 Creatures from another world come to observe and imitate Humans.",2892.png,Purple Boom,Beige,Squig,Reloaded,Varisty Blue,Toothless,Angry Cyclops Lashes,Yellow Bowl,None,
2893,Squig #2893,"4,444 Creatures from another world come to observe and imitate Humans.",2893.png,Grey Splash,Beige,Squig,Reloaded,Purple Hoodie,Neutral,Triple,Afro Brown,None,
2894,Squig #2894,"4,444 Creatures from another world come to observe and imitate Humans.",2894.png,Grey Splash,Green Elf,Squig Elf,Reloaded,Fastfood Shirt,Open,Sleepy Triple,Parted,None,
2895,Squig #2895,"4,444 Creatures from another world come to observe and imitate Humans.",2895.png,Orange Portal,Brown,Squig,Reloaded,'67 Tracksuit,Oh,Cyclops Lashes,Yellow Punk,None,
2896,Squig #2896,"4,444 Creatures from another world come to observe and imitate Humans.",2896.png,Light Blue,Amphibian Green,Amphibian,Reloaded,Black Hoodie,Gold Giant Tongue,Angry Triple,Black Cap,None,
2897,Squig #2897,"4,444 Creatures from another world come to observe and imitate Humans.",2897.png,Purple Splash,Brown Elf,Squig Elf,Reloaded,White Sweat,Oh,Triple Lashes,Skate Pink,Parakeet,
2898,Squig #2898,"4,444 Creatures from another world come to observe and imitate Humans.",2898.png,Green,Beige,Squig,Reloaded,Varisty Blue,Open,Triple Lashes,Yellow Sunhat,None,
2899,Squig #2899,"4,444 Creatures from another world come to observe and imitate Humans.",2899.png,Yellow Boom,Brown Elf,Squig Elf,Reloaded,Multi Overalls,Sad,Triple Lashes,Blonde Hair Bandana,Sad Necklace,
2900,Squig #2900,"4,444 Creatures from another world come to observe and imitate Humans.",2900.png,Orange Splash,Dark Brown,Squig,Reloaded,Pet Lover Bag,Mustache,Surgery Lashes,Plunger,None,
2901,Squig #2901,"4,444 Creatures from another world come to observe and imitate Humans.",2901.png,Grey,Dark Brown Elf,Squig Elf,Reloaded,Cowboy Red,Neutral,Angry Triple Lashes,Bow,Gold Earring,
2902,Squig #2902,"4,444 Creatures from another world come to observe and imitate Humans.",2902.png,Green Boom,Beige Elf,Squig Elf,Reloaded,Varisty Blue,Sad,Cyclops,White Backwards Cap,None,
2903,Squig #2903,"4,444 Creatures from another world come to observe and imitate Humans.",2903.png,Light Blue Splash,Dark Brown,Squig,Reloaded,Basketball Yellow,Sad,Triple,Multi Cap,None,
2904,Squig #2904,"4,444 Creatures from another world come to observe and imitate Humans.",2904.png,Purple,Purple Elf,Squig Elf,Reloaded,Purple Tee,Tongue,Angry Cyclops,Pink Bowl,None,
2905,Squig #2905,"4,444 Creatures from another world come to observe and imitate Humans.",2905.png,Grey Portal,Brown,Squig,Reloaded,Black Suit,Mustache,Bionic,Skate Pink,Yellow Laser,
2906,Squig #2906,"4,444 Creatures from another world come to observe and imitate Humans.",2906.png,Pink,Beige,Squig,Reloaded,Black Sweat,Smile,Eye Patch,Mountie,Sad Necklace,
2907,Squig #2907,"4,444 Creatures from another world come to observe and imitate Humans.",2907.png,Orange Portal,Brown,Squig,Reloaded,Black Tank,Neutral,Triple,Green Cap,Weed Necklace,
